trade_id,Opened,Closed,exit_reason,pnl,premium
1,2021-05-14,2021-05-27,expiration,-588.62,2445
2,2021-05-21,2021-06-03,expiration,-552.62,3085
3,2021-05-28,2021-06-10,expiration,-578.62,3260
4,2021-06-04,2021-06-17,expiration,148.37999999999994,2425
5,2021-06-11,2021-06-17,take_profit,244.5,2445
6,2021-06-18,2021-06-21,take_profit,210.0,2100
7,2021-06-25,2021-07-08,take_profit,250.5,2505
8,2021-07-02,2021-07-08,take_profit,212.0,2120
9,2021-07-09,2021-07-13,take_profit,260.0,2600
10,2021-07-16,2021-07-20,take_profit,261.5,2615
11,2021-07-23,2021-08-05,expiration,-165.62,2565
12,2021-07-30,2021-08-12,expiration,-818.6199999999999,2985
13,2021-08-06,2021-08-19,take_profit,308.5,3085
14,2021-08-13,2021-08-18,take_profit,304.0,3040
15,2021-08-20,2021-08-26,take_profit,253.0,2530
16,2021-08-27,2021-09-02,take_profit,275.0,2750
17,2021-09-03,2021-09-16,expiration,-572.62,2860
18,2021-09-10,2021-09-23,expiration,316.37999999999994,2710
19,2021-09-17,2021-09-20,take_profit,282.0,2820
20,2021-09-24,2021-09-29,take_profit,277.0,2770
21,2021-10-01,2021-10-01,take_profit,310.5,3105
22,2021-10-08,2021-10-21,expiration,-1735.62,3040
23,2021-10-15,2021-10-28,expiration,-90.61999999999989,2815
24,2021-10-22,2021-10-27,take_profit,275.0,2750
25,2021-10-29,2021-11-11,expiration,774.38,2910
26,2021-11-05,2021-11-08,take_profit,207.0,2070
27,2021-11-12,2021-11-23,take_profit,341.5,3415
28,2021-11-19,2021-11-23,take_profit,345.5,3455
29,2021-11-26,2021-11-26,take_profit,369.5,3695
30,2021-12-03,2021-12-16,expiration,-138.6199999999999,3010
31,2021-12-10,2021-12-14,take_profit,331.0,3310
32,2021-12-17,2021-12-21,take_profit,370.0,3700
33,2021-12-31,2022-01-13,take_profit,257.5,2575
34,2022-01-07,2022-01-13,take_profit,359.5,3595
35,2022-01-14,2022-01-27,expiration,-620.62,3100
36,2022-01-21,2022-02-03,take_profit,370.0,3700
37,2022-01-28,2022-02-03,take_profit,399.0,3990
38,2022-02-04,2022-02-10,take_profit,311.0,3110
39,2022-02-11,2022-02-14,take_profit,395.0,3950
40,2022-02-18,2022-02-22,take_profit,394.5,3945
41,2022-02-25,2022-02-28,take_profit,511.5,5115
42,2022-03-04,2022-03-17,expiration,-177.61999999999998,4495
43,2022-03-11,2022-03-24,expiration,-2278.62,4550
44,2022-03-18,2022-03-31,expiration,-242.6199999999999,3580
